,id,lottery_date,times,number_1,number_2,number_3,number_4,number_5,number_6,number_7,bonus_number1,bonus_number2,lottery_number
0,391,2020-10-23,391,10,23,27,32,33,35,37,24,26,"10,23,27,32,33,35,37,24,26,"
